Control/Treated,BioSample
,SAMN09987962
,SAMN09987961
con,SAMN09987960
con,SAMN09987959
con,SAMN09987958
,SAMN09976652
,SAMN09976652
,SAMN09976652
,SAMN09976652
,SAMN09976652
,SAMN09976652
,SAMN09976652
,SAMN09976652
,SAMN09241864
,SAMN09241863
,SAMN09241866
,SAMN09241865
,SAMN09241868
,SAMN09241867
,SAMN09241870
,SAMN09241869
,SAMN02009284
,SAMN02009285
,SAMN02009286
,SAMN02009287
,SAMN02009289
,SAMN02009288
,SAMN02009290
,SAMN02009291
,SAMN02009292
,SAMN02046324
,SAMN02046324
,SAMN02046325
,SAMN02046326
,SAMN02046327
,SAMN02046327
,SAMN02046327
,SAMN02046327
,SAMN02046328
,SAMN02046328
,SAMN02046328
,SAMN02046328
,SAMN02046328
,SAMN02046329
,SAMN02046329
,SAMN02046330
,SAMN02046330
,SAMN02046331
,SAMN02046331
,SAMN02046332
,SAMN02046333
,SAMN02046333
,SAMN02046334
,SAMN02046334
,SAMN02046335
,SAMN02046335
,SAMN02046336
,SAMN02046337
,SAMN02046338
,SAMN02046338
,SAMN02046338
,SAMN02046339
,SAMN02046339
,SAMN02046339
,SAMN02046345
,SAMN02046345
,SAMN02046340
,SAMN02046340
,SAMN02046341
,SAMN02046341
,SAMN02046342
,SAMN02046342
,SAMN02046343
,SAMN02046343
,SAMN02046344
,SAMN02046344
con,SAMN02047225
con,SAMN02047226
con,SAMN02047227
con,SAMN02047228
con,SAMN02047229
con,SAMN02047230
con,SAMN02047231
con,SAMN02047232
con,SAMN02047233
con,SAMN02047234
con,SAMN02047235
con,SAMN02047236
con,SAMN02047237
con,SAMN02047238
con,SAMN02047239
con,SAMN02047240
con,SAMN02047241
con,SAMN02047242
con,SAMN02047243
con,SAMN02047244
con,SAMN02047250
con,SAMN02047245
con,SAMN02047246
con,SAMN02047247
con,SAMN02047248
con,SAMN02047249
con,SAMN02047222
con,SAMN02047223
con,SAMN02047224
con,SAMN02047251
con,SAMN04125385
con,SAMN04125386
con,SAMN04125387
con,SAMN04125388
,SAMN04125389
,SAMN02055788
,SAMN02055789
,SAMN02055790
,SAMN02055791
,SAMN02055792
,SAMN02055793
,SAMN02055799
,SAMN02055800
,SAMN06212810
,SAMN06212809
,SAMN06212816
,SAMN06212815
,SAMN06212814
,SAMN06212813
,SAMN06212812
,SAMN06212811
,SAMN08287155
,SAMN08287160
,SAMN08287153
,SAMN08287152
,SAMN08287159
,SAMN08287158
,SAMN08287154
,SAMN08287157
,SAMN08287156
,SAMN08287161
,SAMN08287170
,SAMN08287186
,SAMN08287167
,SAMN08287168
,SAMN08287169
,SAMN08287162
,SAMN08287163
,SAMN08287164
,SAMN08287165
,SAMN08287184
,SAMN08287171
,SAMN08287166
,SAMN08287182
,SAMN08287183
,SAMN08287185
,SAMN08287181
,SAMN08287180
,SAMN08287173
,SAMN08287172
,SAMN08287175
,SAMN08287174
,SAMN08287177
,SAMN08287176
,SAMN08287179
,SAMN08287178
,SAMN07685081
,SAMN07685033
,SAMN07687007
,SAMN07687008
,SAMN07684815
,SAMN07687173
,SAMN07687174
,SAMN07687005
,SAMN07687204
,SAMN07687004
,SAMN07686089
,SAMN07686058
,SAMN07687076
,SAMN07686059
,SAMN07686240
,SAMN07686239
,SAMN07685981
,SAMN07686241
,SAMN07686057
,SAMN07686056
,SAMN07686092
,SAMN07686093
,SAMN07685950
,SAMN07686091
,SAMN07685932
,SAMN07685929
,SAMN07685949
,SAMN07685930
,SAMN07686090
,SAMN07685951
,SAMN07686877
,SAMN07686962
,SAMN07685124
,SAMN07685155
,SAMN07685428
,SAMN07684710
,SAMN07685136
,SAMN07685162
,SAMN07685606
,SAMN07685094
,SAMN07684832
,SAMN07685620
,SAMN07687205
,SAMN07687002
,SAMN07684806
,SAMN07685931
,SAMN07685948
,SAMN07685934
,SAMN07686876
,SAMN07685933
,SAMN07684730
,SAMN07685500
,SAMN07685979
,SAMN07685237
,SAMN07687172
,SAMN07687056
,SAMN07685510
,SAMN07685409
,SAMN07684907
,SAMN07685655
,SAMN07685276
,SAMN07684800
,SAMN07684974
,SAMN07685707
,SAMN07685206
,SAMN07684855
,SAMN07685074
,SAMN07685580
,SAMN07685252
,SAMN07684953
,SAMN07685421
,SAMN07685156
,SAMN07685467
,SAMN07684984
,SAMN07684856
,SAMN07685515
,SAMN07685433
,SAMN07687006
,SAMN07685473
,SAMN07687003
,SAMN07684775
,SAMN07684737
,SAMN07684742
,SAMN07684896
,SAMN07687275
,SAMN07687075
,SAMN07685952
,SAMN07685982
,SAMN02138515
,SAMN02140064
,SAMN02261682
,SAMN02261680
,SAMN02261681
,SAMN02261690
,SAMN02261683
,SAMN02261685
,SAMN02261684
,SAMN02261686
,SAMN02261687
,SAMN02261691
,SAMN02261688
,SAMN02261689
,SAMN06435843
,SAMN06435843
,SAMN06435843
,SAMN06435843
,SAMN02314552
,SAMN02314546
,SAMN02314553
,SAMN02314549
,SAMN02314547
,SAMN02314551
,SAMN02314550
,SAMN02314548
,SAMN02324200
,SAMN02324427
,SAMN02324425
,SAMN02324426
,SAMN02324424
con,SAMN08469974
,SAMN08469975
con,SAMN08469976
,SAMN08469977
,SAMN06434856
,SAMN06434855
,SAMN06434854
,SAMN06434853
,SAMN06434852
,SAMN06434851
,SAMEA104041776
,SAMEA104041777
,SAMEA104041778
,SAMEA104041779
,SAMEA104041780
,SAMEA104041781
,SAMEA104041782
,SAMEA104041783
,SAMEA104041784
,SAMEA104041785
,SAMEA104041786
,SAMEA104041787
,SAMN01779513
,SAMN01779514
,SAMN01779515
,SAMN01779516
,SAMN01779517
,SAMN01779518
,SAMN01779519
,SAMN01779520
,SAMN01779521
,SAMN01779522
,SAMN01779523
,SAMN01779524
,SAMN04045456
,SAMN04045457
,SAMN04045458
,SAMN04045459
,SAMN04045460
,SAMN04045461
,SAMN04045462
,SAMN04045463
,SAMN04045464
,SAMN04045465
,SAMN04045466
,SAMN04045467
,SAMN04045468
,SAMN04045469
,SAMN04045471
,SAMN04045472
,SAMN04045470
,SAMN04045473
,SAMN04045474
,SAMN04045478
,SAMN04045475
,SAMN04045476
,SAMN04045477
,SAMN04045479
,SAMN04045479
,SAMN04045480
,SAMN04045480
,SAMN04045481
,SAMN04045481
,SAMN04045482
,SAMN04045482
,SAMN01883193
,SAMN01883194
,SAMN01883195
,SAMN01883196
,SAMN01883197
,SAMN01883198
,SAMN01883199
,SAMN01883200
,SAMN01883201
,SAMN01883202
,SAMN01883203
,SAMN01883204
,SAMN01883205
,SAMN01883206
,SAMN01883207
,SAMN01883208
,SAMN01883209
,SAMN01883210
,SAMN01883211
,SAMN01883212
,SAMN01883213
,SAMN01883214
,SAMN01883215
,SAMN01883216
,SAMN01883217
,SAMN01883218
,SAMN01883219
,SAMN01883220
,SAMN01883221
,SAMN01883222
,SAMN01883223
,SAMN01883224
,SAMN01883225
,SAMN01886330
,SAMN01886331
,SAMN01886332
,SAMN01886333
,SAMN01886334
,SAMN01886335
,SAMN01886336
,SAMN01886337
,SAMN01886338
,SAMN01886339
,SAMN01886340
,SAMN01886341
,SAMN01886342
,SAMN01886343
,SAMN01886344
,SAMN01886345
,SAMN01886346
,SAMN01886347
,SAMN01886348
,SAMN01886349
,SAMN01886350
,SAMN01886351
,SAMN01886352
,SAMN01886353
,SAMN01797681
,SAMN01797688
con,SAMN08828773
con,SAMN08828772
con,SAMN08828771
,SAMN08828770
,SAMN08828769
,SAMN08828780
con,SAMN08828779
con,SAMN08828778
con,SAMN08828777
,SAMN08828776
,SAMN08828775
,SAMN08828774
,SAMN02380536
,SAMN02380549
,SAMN02382015
,SAMN02380553
,SAMN02380554
,SAMN02380552
,SAMN02380551
,SAMN02380550
,SAMN02380555
,SAMN02382018
,SAMN02382019
,SAMN02382016
,SAMN02382017
con,SAMN02597090
con,SAMN02597091
,SAMN02597092
,SAMN02597093
con,SAMN02597094
con,SAMN02597095
,SAMN02597096
,SAMN02597097
con,SAMN02597098
con,SAMN02597099
,SAMN02597100
,SAMN02597101
con,SAMN02597102
con,SAMN02597103
,SAMN02597104
,SAMN02597105
,SAMN04320554
,SAMN04320554
,SAMN04320554
,SAMN04320554
,SAMN06017460
,SAMN02358989
,SAMN02359013
,SAMN02358996
,SAMN02358991
,SAMN02359020
,SAMN02359001
,SAMN02358997
,SAMN02359018
,SAMN02359007
,SAMN02358998
,SAMN02359019
,SAMN02359012
,SAMN02359003
,SAMN02359023
,SAMN02359014
,SAMN02359005
,SAMN02359025
,SAMN02359016
,SAMN02359008
,SAMN02359024
,SAMN02359015
,SAMN02359006
,SAMN02359026
,SAMN02359017
,SAMN02359009
,SAMN02359027
,SAMN02359021
,SAMN02359010
,SAMN02359028
,SAMN02359022
,SAMN02358960
,SAMN02358976
,SAMN02358965
,SAMN02358958
,SAMN02358980
,SAMN02358971
,SAMN02358963
,SAMN02358983
,SAMN02358973
,SAMN02358972
,SAMN02358984
,SAMN02358975
,SAMN02358978
,SAMN02358995
,SAMN02358981
,SAMN02358979
,SAMN02359000
,SAMN02358985
,SAMN02358982
,SAMN02358999
,SAMN02358987
,SAMN02358990
,SAMN02359002
,SAMN02358992
,SAMN02358841
,SAMN02358845
,SAMN02358842
,SAMN02358844
,SAMN02358848
,SAMN02358851
,SAMN02358852
,SAMN02358849
,SAMN02358847
,SAMN02358856
,SAMN02358850
,SAMN02358853
,SAMN02358854
,SAMN02358855
,SAMN02358860
,SAMN02358858
,SAMN02358857
,SAMN02358863
,SAMN02358859
,SAMN02358866
,SAMN02358869
,SAMN02358864
,SAMN02358862
,SAMN02358867
,SAMN02358861
,SAMN02358865
,SAMN02358884
,SAMN02358871
,SAMN02358875
,SAMN02358870
,SAMN02358873
,SAMN02358868
,SAMN02358881
,SAMN02358874
,SAMN02358872
,SAMN02358879
,SAMN02358878
,SAMN02358876
,SAMN02358882
,SAMN02358883
,SAMN02358877
,SAMN02358885
,SAMN02358886
,SAMN02358880
,SAMN02358899
,SAMN02358887
,SAMN02358888
,SAMN02358896
,SAMN02358890
,SAMN02358889
,SAMN02358901
,SAMN02358893
,SAMN02358891
,SAMN02358906
,SAMN02358905
,SAMN02358900
,SAMN02358918
,SAMN02358909
,SAMN02358903
,SAMN02358922
,SAMN02358908
,SAMN02358902
,SAMN02358921
,SAMN02358910
,SAMN02358907
,SAMN02358924
,SAMN02358913
,SAMN02358911
,SAMN02358929
,SAMN02358917
,SAMN02358916
,SAMN02358931
,SAMN02358919
,SAMN02358912
,SAMN02358928
,SAMN02358943
,SAMN02358932
,SAMN02358926
,SAMN02358923
,SAMN02358933
,SAMN02358925
,SAMN02358930
,SAMN02358927
,SAMN02358940
,SAMN02358934
,SAMN02358935
,SAMN02358953
,SAMN02358942
,SAMN02358936
,SAMN02358951
,SAMN02358941
,SAMN02358937
,SAMN02358955
,SAMN02358944
,SAMN02358938
,SAMN02358962
,SAMN02358950
,SAMN02358939
,SAMN02358967
,SAMN02358954
,SAMN02358945
,SAMN02358966
,SAMN02358956
,SAMN02358947
,SAMN02358974
,SAMN02358959
,SAMN02358957
,SAMN02358946
,SAMN02352881
,SAMN02352881
,SAMN02352879
,SAMN02352879
,SAMN02352878
,SAMN02352878
,SAMN02352880
,SAMN06812571
,SAMN06812570
,SAMN06830782
,SAMN06830782
,SAMN06830782
,SAMN06830782
,SAMN06830782
,SAMN06830782
,SAMN06830782
,SAMN06830782
,SAMN06830782
,SAMN06830781
,SAMN06830781
,SAMN06830781
,SAMN06830781
,SAMN06830781
,SAMN06830781
,SAMN06830781
,SAMN06830781
,SAMN06830781
,SAMN06830781
,SAMN06830781
,SAMN06830781
,SAMN06830780
,SAMN06830780
,SAMN06830780
,SAMN06830780
,SAMN06830780
,SAMN06830780
,SAMN06830780
,SAMN06830780
,SAMN06830780
,SAMN06830779
,SAMN06830779
,SAMN06830779
,SAMN06830779
,SAMN06830779
,SAMN06830779
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830778
,SAMN06830777
,SAMN06830777
,SAMN06830777
,SAMN06830777
,SAMN06830777
,SAMN06830777
,SAMN06830776
,SAMN06830776
,SAMN06830776
,SAMN06830776
,SAMN06830776
,SAMN06830776
,SAMN06830775
,SAMN06830775
,SAMN06830775
,SAMN06830775
,SAMN06830775
,SAMN06830775
,SAMN06830774
,SAMN06830774
,SAMN06830774
,SAMN06830774
,SAMN06830774
,SAMN06830774
,SAMN06830774
,SAMN06830774
,SAMN06830774
,SAMN06830773
,SAMN06830773
,SAMN06830773
,SAMN06830773
,SAMN06830773
,SAMN06830773
,SAMN06830773
,SAMN06830773
,SAMN06830773
,SAMN06830772
,SAMN06830772
,SAMN06830772
,SAMN06830772
,SAMN06830772
,SAMN06830772
,SAMN06313998
,SAMN06313235
,SAMN06314030
,SAMN06313864
,SAMN06314076
,SAMN06313968
,SAMN06313745
,SAMN06314036
,SAMN06313442
,SAMN06314462
,SAMN06313396
,SAMN06314788
,SAMN06314479
,SAMN06313290
,SAMN06313223
,SAMN06313636
,SAMN06313158
,SAMN06313280
,SAMN06313522
,SAMN06313451
,SAMN06313578
,SAMN06313145
,SAMN06313772
,SAMN06313916
,SAMN06313277
,SAMN06313312
,SAMN06313971
,SAMN06313595
,SAMN06313389
,SAMN06313281
,SAMN06314799
,SAMN06313385
,SAMN06313136
,SAMN06313671
,SAMN06313358
,SAMN06313670
,SAMN06313252
,SAMN06314056
,SAMN06313746
,SAMN06313761
,SAMN06314408
,SAMN06313352
,SAMN06313861
,SAMN06313418
,SAMN06313150
,SAMN06314339
,SAMN06314503
,SAMN06314374
,SAMN06314299
,SAMN06314345
,SAMN06314501
,SAMN06313751
,SAMN06314298
,SAMN06314413
,SAMN06314665
,SAMN06314597
,SAMN06314367
,SAMN06314439
,SAMN06314697
,SAMN06314287
,SAMN06314533
,SAMN06314411
,SAMN06314403
,SAMN06314297
,SAMN06314417
,SAMN06314328
,SAMN06314393
,SAMN06313415
,SAMN06314465
,SAMN06314450
,SAMN06314313
,SAMN06314275
,SAMN06314242
,SAMN06314800
,SAMN06314692
,SAMN06313335
,SAMN06314373
,SAMN06314704
,SAMN06314490
,SAMN06314392
,SAMN06313900
,SAMN06314500
,SAMN06313247
,SAMN06314552
,SAMN06314611
,SAMN06314348
,SAMN06314797
,SAMN06314621
,SAMN06314310
,SAMN04281009
,SAMN04281009
,SAMN04281009
,SAMN04281009
,SAMN04281009
,SAMN04281009
con,SAMN06805953
con,SAMN06805952
con,SAMN06805951
con,SAMN06805950
,SAMN06805949
,SAMN06805948
,SAMN06805947
,SAMN06805946
,SAMN02380568
,SAMN02380535
,SAMN04305391
,SAMN04305392
,SAMN04305393
,SAMN04305394
,SAMN04305395
,SAMN04305396
,SAMN04305397
,SAMN04305398
,SAMN04305399
,SAMN04305400
,SAMN04305401
,SAMN04305402
,SAMN04305403
,SAMN04305404
,SAMN04305381
,SAMN04305382
,SAMN04305390
,SAMN04305367
,SAMN04305383
,SAMN04305384
,SAMN04305385
,SAMN04305386
,SAMN04305387
,SAMN04305388
,SAMN04305389
,SAMN04305368
,SAMN04305369
,SAMN04305370
,SAMN04305371
,SAMN04305372
,SAMN06644736
,SAMN06644736
,SAMN06644736
,SAMN06644736
,SAMN06644736
,SAMN06644736
,SAMN06644736
,SAMN06644736
,SAMD00028622
,SAMN08634308
,SAMN08634679
,SAMN08637756
,SAMN04338521
,SAMN04338522
,SAMN04338523
,SAMN04338524
,SAMN04338525
,SAMN04338526
,SAMN04338527
,SAMN04338528
,SAMN04338529
,SAMN04338530
,SAMN04338531
,SAMN04338532
,SAMN04338533
,SAMN04338534
,SAMN07965045
,SAMN07965045
,SAMN07965044
,SAMN07965044
,SAMN07965044
,SAMN07965044
,SAMN07965045
,SAMN07965045
,SAMN07965045
,SAMN07965044
,SAMN07687403
,SAMN07686238
,SAMN07687207
,SAMN07687070
,SAMN07685983
,SAMN07687071
,SAMN07687551
,SAMN07687552
,SAMN07687069
,SAMN07687402
,SAMN07687073
,SAMN07687206
,SAMN07687208
,SAMN07687405
,SAMN07687067
,SAMN07687068
,SAMN07687404
,SAMN07687426
,SAMN07687209
,SAMN07686282
,SAMN07687227
,SAMN07687074
,SAMN01819907
,SAMN01819908
,SAMN01819909
,SAMN01819910
,SAMN01819911
,SAMN01819912
,SAMN01819913
,SAMN01819914
,SAMN01819915
,SAMN01819916
,SAMN01819917
,SAMN01819918
,SAMN01819919
,SAMN01819920
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN06335258
,SAMN02191996
,SAMN02191997
con,SAMN02191998
con,SAMN02191999
,SAMN02192000
,SAMN02192001
con,SAMN02192002
con,SAMN02192003
,SAMN02192004
,SAMN02192005
con,SAMN02192006
con,SAMN02192007
,SAMN02192008
,SAMN02192009
con,SAMN02192010
con,SAMN02192011
,SAMN02192012
,SAMN02192013
con,SAMN02191993
,SAMN02215336
,SAMN02215337
,SAMN02225591
,SAMN02225598
,SAMN02225589
,SAMN02225590
,SAMN02225592
,SAMN02225594
,SAMN02225595
,SAMN02225593
,SAMN02225596
,SAMN02225597
,SAMN02225610
,SAMN02225599
,SAMN02225602
,SAMN02225604
,SAMN02225600
,SAMN02225609
,SAMN02225605
,SAMN02225607
,SAMN02225601
,SAMN02225606
,SAMN02225603
,SAMN02225608
,SAMN02215338
,SAMN02215342
,SAMN02215341
,SAMN02215343
,SAMN02215345
,SAMN02215346
,SAMN02215347
,SAMN02215348
,SAMN02215349
,SAMN02215350
,SAMN01924502
,SAMN01924503
,SAMN01924548
,SAMN01924549
,SAMN01924550
,SAMN01924551
,SAMN01924552
,SAMN01924553
,SAMN01924554
,SAMN01924501
,SAMN08463893
,SAMN08463894
,SAMN08463891
,SAMN08463892
,SAMN08463889
,SAMN08463890
,SAMN08463869
,SAMN08463870
,SAMN08463871
,SAMN08463872
,SAMN08463873
,SAMN08463874
,SAMN08463875
,SAMN08463876
con,SAMN08463877
con,SAMN08463878
,SAMN08463863
,SAMN08463864
,SAMN08463865
,SAMN08463866
con,SAMN08463859
con,SAMN08463860
con,SAMN08463861
,SAMN08463862
,SAMN08463867
,SAMN08463868
,SAMN08463888
,SAMN08463887
,SAMN08463884
,SAMN08463883
,SAMN08463886
,SAMN08463885
,SAMN08463880
con,SAMN08463879
,SAMN08463882
,SAMN08463881
,SAMN06158139
,SAMN06158133
,SAMN06158144
,SAMN06158141
,SAMN06158142
,SAMN06158138
,SAMN06158140
,SAMN06158143
,SAMN06277418
,SAMN06277418
,SAMN06277418
,SAMN06277417
,SAMN06277417
,SAMN06277417
,SAMN06277416
,SAMN06277416
,SAMN06277416
,SAMN06277415
,SAMN06277415
,SAMN06277415
,SAMN06277414
,SAMN06277414
,SAMN06277414
,SAMN06277445
,SAMN06277445
,SAMN06277445
,SAMN06277446
,SAMN06277446
,SAMN06277446
,SAMN06277447
,SAMN06277447
,SAMN06277447
,SAMN06277448
,SAMN06277448
,SAMN06277448
,SAMN06277420
,SAMN06277420
,SAMN06277420
,SAMN06277419
,SAMN06277419
,SAMN06277419
,SAMN06277413
,SAMN06277413
,SAMN06277413
,SAMN06277444
,SAMN06277444
,SAMN06277444
,SAMN06277443
,SAMN06277443
,SAMN06277443
,SAMN06277442
,SAMN06277442
,SAMN06277442
,SAMN06277441
,SAMN06277441
,SAMN06277441
,SAMN06277440
,SAMN06277440
,SAMN06277440
,SAMN06277439
,SAMN06277439
,SAMN06277439
,SAMN06277438
,SAMN06277438
,SAMN06277438
,SAMN06277437
,SAMN06277437
,SAMN06277437
,SAMN06277436
,SAMN06277436
,SAMN06277436
,SAMN06277435
,SAMN06277435
,SAMN06277435
,SAMN06277434
,SAMN06277434
,SAMN06277434
,SAMN06277433
,SAMN06277433
,SAMN06277433
,SAMN06277432
,SAMN06277432
,SAMN06277432
,SAMN06277431
,SAMN06277431
,SAMN06277431
,SAMN06277430
,SAMN06277430
,SAMN06277430
,SAMN06277429
,SAMN06277429
,SAMN06277429
,SAMN06277428
,SAMN06277428
,SAMN06277428
,SAMN06277427
,SAMN06277427
,SAMN06277427
,SAMN06277426
,SAMN06277426
,SAMN06277426
,SAMN06277425
,SAMN06277425
,SAMN06277425
,SAMN06277424
,SAMN06277424
,SAMN06277424
,SAMN06277423
,SAMN06277423
,SAMN06277423
,SAMN06277422
,SAMN06277422
,SAMN06277422
,SAMN06277421
,SAMN06277421
,SAMN06277421
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN08162584
,SAMN06320228
,SAMN06320228
,SAMN06320228
,SAMN06320228
,SAMN06320227
,SAMN06320227
,SAMN06320227
,SAMN06320227
,SAMN06312684
,SAMN06312684
,SAMN06312683
,SAMN06312683
,SAMN06312682
,SAMN06312682
,SAMN06287523
,SAMN06287521
,SAMN06287520
,SAMN06287522
,SAMN06287524
,SAMN06287528
,SAMD00025071
,SAMD00025072
,SAMD00025073
,SAMD00025074
,SAMD00025075
,SAMD00025076
,SAMN05908876
con,SAMN05908877
,SAMN05908874
con,SAMN05908875
,SAMN05908872
con,SAMN05908873
,SAMN05908870
con,SAMN05908871
,SAMN05908878
con,SAMN05908880
con,SAMN05908887
,SAMN05908884
con,SAMN05908882
,SAMN05908881
,SAMN05908892
con,SAMN05908894
,SAMN05908855
con,SAMN05908856
,SAMN05908888
con,SAMN05908889
,SAMN05908890
con,SAMN05908891
,SAMN05908868
con,SAMN05908869
,SAMN04125390
,SAMN04125391
,SAMN04125392
,SAMN02055785
,SAMN02055786
,SAMN02055787
,SAMN02055794
,SAMN02055795
,SAMN02055797
,SAMN02055796
,SAMN02055798
,SAMN02147106
,SAMN02147117
,SAMN02795959
,SAMN02795961
,SAMN02795964
,SAMN02795958
,SAMN02795962
,SAMN02795963
,SAMN02796834
,SAMN02796833
,SAMN02796836
,SAMN02796835
,SAMN02796838
,SAMN02796843
,SAMN02796837
,SAMN02796839
,SAMN02796846
,SAMN02796841
,SAMN02796840
,SAMN02796847
,SAMN02796842
,SAMN02796845
,SAMN02797607
,SAMN02797609
,SAMN02797606
,SAMN02797611
,SAMN02797608
,SAMN02797610
,SAMN02797613
,SAMN02797612
,SAMN02797615
,SAMN02797614
,SAMN02797616
,SAMN02797617
,SAMN02797618
,SAMN02797621
,SAMN02797619
,SAMN02797620
,SAMN02798155
,SAMN02798157
,SAMN02798150
,SAMN02798156
,SAMN02798162
,SAMN02798159
,SAMN02798152
,SAMN02798151
,SAMN02798154
,SAMN02798164
,SAMN02798153
,SAMN02798163
,SAMN02798158
,SAMN02798161
,SAMN02798166
,SAMN02798165
,SAMN02798160
,SAMN02798167
,SAMN02798169
,SAMN02798172
,SAMN02798168
,SAMN02798170
,SAMN02798171
,SAMN02798174
,SAMN02798178
,SAMN02798176
,SAMN02798173
,SAMN02798180
,SAMN02798175
,SAMN02798179
,SAMN02798177
,SAMN02798181
,SAMN02798183
,SAMN02798182
,SAMN02799123
,SAMN02799120
,SAMN02799120
,SAMN02799140
,SAMN02799140
,SAMN02799132
,SAMN02799132
,SAMN02799132
,SAMN02799132
,SAMN02799132
,SAMN02799127
,SAMN02799127
,SAMN02799127
,SAMN02799127
,SAMN02799127
,SAMN02799137
,SAMN02799137
,SAMN02799137
,SAMN02799137
,SAMN02799137
,SAMN02799124
,SAMN02799124
,SAMN02799124
,SAMN02799124
,SAMN02799124
,SAMN02799128
,SAMN02799128
,SAMN02799131
,SAMN02799131
,SAMN02799129
,SAMN02799129
,SAMN02799126
,SAMN02799126
,SAMN02799126
,SAMN02799126
,SAMN02799126
,SAMN02799139
,SAMN02799139
,SAMN02799139
,SAMN02799139
,SAMN02799139
,SAMN02799139
,SAMN02799136
,SAMN02799136
,SAMN02799136
,SAMN02799125
,SAMN02799125
,SAMN02799125
,SAMN02799138
,SAMN02799138
,SAMN02799134
,SAMN02799134
,SAMN02799130
,SAMN02799130
,SAMN02799130
,SAMN02799142
,SAMN02799142
,SAMN02799135
,SAMN02799135
,SAMN02799135
,SAMN02799133
,SAMN02799133
,SAMN02799133
,SAMN02799144
,SAMN02799144
,SAMN02799144
,SAMN02799144
,SAMN02799143
,SAMN02799143
,SAMN02799143
,SAMN02799143
,SAMN02799141
,SAMN02799141
,SAMN02799141
,SAMN02799147
,SAMN02799147
,SAMN02799148
,SAMN02799148
,SAMN02799148
,SAMN02799145
,SAMN02799145
,SAMN02799145
,SAMN02799149
,SAMN02799149
,SAMN02799149
,SAMN02799146
,SAMN02799146
,SAMN02799150
,SAMN02799150
,SAMN02799150
,SAMN02799430
,SAMN02799427
,SAMN02799429
,SAMN02799428
,SAMN10103092
,SAMN10103091
,SAMN07147968
,SAMN07147967
,SAMN07147966
,SAMN07147965
,SAMN07147964
,SAMN07147963
,SAMN07147962
,SAMN07147961
,SAMN07147960
,SAMN07130395
,SAMN07130395
,SAMN07130394
,SAMN07130394
,SAMN07130393
,SAMN07130393
,SAMN07130392
,SAMN07130392
,SAMN07130391
,SAMN07130391
,SAMN07130390
,SAMN07130390
,SAMN07130389
,SAMN07130389
,SAMN07130396
,SAMN07130396
,SAMN07130381
,SAMN07130381
,SAMN07130383
,SAMN07130383
,SAMN07130385
,SAMN07130385
,SAMN07130387
,SAMN07130387
,SAMN07130386
,SAMN07130386
,SAMN07130388
,SAMN07130388
,SAMN07130378
,SAMN07130378
,SAMN07130376
,SAMN07130376
,SAMN07109350
,SAMN07109350
,SAMN07109350
,SAMN07109350
,SAMN07109350
,SAMN07109350
,SAMN07109350
,SAMN07109350
,SAMN06130603
,SAMN09078051
,SAMN09078050
,SAMN09078049
,SAMN09078048
,SAMN09078047
,SAMN09078046
,SAMN09078045
,SAMN09078044
,SAMN09078043
,SAMN09078042
,SAMN09078041
,SAMN09078040
,SAMN09078039
,SAMN09078038
,SAMN09078035
,SAMN09078034
,SAMN09078033
,SAMN09078032
,SAMN09078208
,SAMN09078207
,SAMN09078037
,SAMN09078036
,SAMN09078206
,SAMN09078205
,SAMN09078204
,SAMN09078203
,SAMN09078202
,SAMN09078201
,SAMN09078200
,SAMN09078199
,SAMN09078198
,SAMN09078197
,SAMN09078196
,SAMN09078195
,SAMN09078194
,SAMN09078193
,SAMN09078192
,SAMN09078191
,SAMN09078190
,SAMN09078189
,SAMN09078188
,SAMN09078187
,SAMN09078186
,SAMN09078185
,SAMN09078184
,SAMN09078183
,SAMN09078182
,SAMN09078181
,SAMN09078180
,SAMN09078179
,SAMN09078298
,SAMN09078297
,SAMN09078296
,SAMN09078295
,SAMN09078294
,SAMN09078293
,SAMN09078292
,SAMN09078291
,SAMN09078290
,SAMN09078289
,SAMN09078288
,SAMN09078287
,SAMN09078286
,SAMN09078285
,SAMN09078284
,SAMN09078283
,SAMN09078282
,SAMN09078281
,SAMN09078280
,SAMN09078279
,SAMN09078278
,SAMN09078277
,SAMN09078276
,SAMN09078275
,SAMN09078274
,SAMN09078273
,SAMN09078269
,SAMN09078268
,SAMN09078267
,SAMN09078266
,SAMN09078272
,SAMN09078271
,SAMN09078270
,SAMN09078265
,SAMN09078264
,SAMN09078263
,SAMN09078262
,SAMN09078261
,SAMN09078260
,SAMN09078259
