biosample,estres,tejido
SAMN07188339,,embryo
SAMN07190354,,root
SAMN07190355,,root
SAMN07190356,,root
SAMN07190357,,root
SAMN07190358,,root
SAMN07190359,,root
SAMN07190360,,root
SAMN07190361,,root
SAMN07190362,,root
SAMN07190363,,root
SAMN07190364,,root
SAMN07190365,,root
SAMN07190366,,root
SAMN07190367,,root
SAMN07190368,,root
SAMN07190369,,root
SAMN07190370,,root
SAMN07190371,,root
SAMN07190372,,root
SAMN07190373,,root
SAMN07190374,,root
SAMN07190375,,root
SAMN07190376,,root
SAMN07190377,,root
SAMN07190378,,root
SAMN07190379,,root
SAMN07190380,,root
SAMN07190381,,root
SAMN07190382,,root
SAMN07190383,,root
SAMN07190384,,root
SAMN07190385,,root
SAMN07190386,,root
SAMN07190387,,root
SAMN07190388,,root
SAMN07190389,,root
SAMN07202252,control,leave
SAMN07202253,control,leave
SAMN07202254,control,leave
SAMN07202255,control,leave
SAMN07202256,control,leave
SAMN07202257,control,leave
SAMN07202258,control,leave
SAMN07202259,control,leave
SAMN07202260,control,leave
SAMN07202261,control,leave
SAMN07202262,control,leave
SAMN07202263,control,leave
SAMN07202264,control,leave
SAMN07202265,control,leave
SAMN07202266,control,leave
SAMN07202267,control,leave
SAMN07202268,control,leave
SAMN07202269,control,leave
SAMN07202270,control,leave
SAMN07202271,control,leave
SAMN07202272,control,leave
SAMN07202273,control,leave
SAMN07202274,control,leave
SAMN07202275,control,leave
SAMN07202276,control,leave
SAMN07202277,control,leave
SAMN07202278,control,leave
SAMN07202279,control,leave
SAMN07202280,control,leave
SAMN07202281,control,leave
SAMN07202282,control,leave
SAMN07202283,control,leave
SAMN07202284,control,leave
SAMN07202285,control,leave
SAMN07202286,control,leave
SAMN07202287,control,leave
SAMN07202288,control,leave
SAMN07202289,control,leave
SAMN07202290,control,leave
SAMN07202291,control,leave
SAMN07202292,control,leave
SAMN07202293,control,leave
SAMN07202294,control,leave
SAMN07202295,control,leave
SAMN07202296,control,leave
SAMN07202297,control,leave
SAMN07202298,control,leave
SAMN07202299,control,leave
SAMN07202300,control,leave
SAMN07202301,control,leave
SAMN07202302,control,leave
SAMN07202303,control,leave
SAMN07202304,control,leave
SAMN07202305,control,leave
SAMN07202306,control,leave
SAMN07202307,control,leave
SAMN07202308,control,leave
SAMN07202309,control,leave
SAMN07202310,control,leave
SAMN07202311,control,leave
SAMN07202312,control,leave
SAMN07202313,control,leave
SAMN07202314,control,leave
SAMN07202315,control,leave
SAMN07202316,control,leave
SAMN07202317,control,leave
SAMN07202318,control,leave
SAMN07202319,control,leave
SAMN07202320,control,leave
SAMN07202321,control,leave
SAMN07202322,control,leave
SAMN07202323,control,leave
SAMN07202324,control,leave
SAMN07202325,control,leave
SAMN07202326,control,leave
SAMN07202327,control,leave
SAMN07202328,control,leave
SAMN07202329,control,leave
SAMN07202330,control,leave
SAMN07202331,control,leave
SAMN07202332,control,leave
SAMN07202333,control,leave
SAMN07202334,control,leave
SAMN07202335,control,leave
SAMN07202336,control,leave
SAMN07202337,control,leave
SAMN07202338,control,leave
SAMN07202339,control,leave
SAMN07202340,control,leave
SAMN07202341,control,leave
SAMN07202342,control,leave
SAMN07202343,control,leave
SAMN07202344,control,leave
SAMN07202345,control,leave
SAMN07202346,control,leave
SAMN07202347,control,leave
SAMN07202348,control,leave
SAMN07202349,control,leave
SAMN07202350,control,leave
SAMN07202351,control,leave
SAMN07202352,control,leave
SAMN07202353,control,leave
SAMN07337666,,root
SAMN07337667,,root
SAMN07337668,,root
SAMN07337669,,root
SAMN07337670,,root
SAMN07337671,,root
SAMN07337672,,root
SAMN07337673,,root
SAMN07337674,,root
SAMN07342102,,root
SAMN07342103,,root
SAMN07342104,,root
SAMN07342105,,root
SAMN07342106,,root
SAMN07342107,,root
SAMN07430297,,root
SAMN07430298,,root
SAMN07430299,,root
SAMN07430300,,root
SAMN07430305,,root
SAMN07430306,,root
SAMN07436706,,root
SAMN07436707,,root
SAMN07436708,,root
SAMN07436709,,root
SAMN07457100,,seed
SAMN07457101,,seed
SAMN07520854,,leaf
SAMN07521011,,leaf
SAMN07521012,,leaf
SAMN07521013,,leaf
SAMN07521014,,leaf
SAMN07521015,,leaf
SAMN07521016,,leaf
SAMN07521017,,leaf
SAMN07521018,,leaf
SAMN07521019,,leaf
SAMN07521020,,leaf
SAMN07521021,,leaf
SAMN07521022,,leaf
SAMN07521037,,leaf
SAMN07521038,,leaf
SAMN07521039,,leaf
SAMN07521040,,leaf
SAMN07521041,,leaf
SAMN07521042,,leaf
SAMN07521043,,leaf
SAMN07521045,,leaf
SAMN07540324,,leaf
SAMN07540325,,leaf
SAMN07599985,,root
SAMN07599986,,root
SAMN07599987,,root
SAMN07605646,,leaf
SAMN07605647,,leaf
SAMN07605648,,leaf
SAMN07605649,,leaf
SAMN07605650,,leaf
SAMN07605651,,leaf
SAMN07637373,,whole
SAMN07637375,,whole
SAMN07637806,,whole
SAMN07637808,,whole
SAMN07637809,,whole
SAMN07637828,,whole
SAMN07637847,,whole
SAMN07637848,,whole
SAMN07637849,,whole
SAMN07637868,,whole
SAMN07637870,,whole
SAMN07637873,,whole
SAMN07637874,,whole
SAMN07637875,,whole
SAMN07637876,,whole
SAMN07637877,,whole
SAMN07637897,,whole
SAMN07637898,,whole
SAMN07703162,,leaf
SAMN07703163,,leaf
SAMN07703164,,leaf
SAMN07703165,,leaf
SAMN07759887,,shoot
SAMN07759888,,shoot
SAMN08162584,,leave
SAMN08287152,,stem
SAMN08287153,,stem
SAMN08287154,,stem
SAMN08287155,,stem
SAMN08287156,,stem
SAMN08287157,,stem
SAMN08287158,,stem
SAMN08287159,,stem
SAMN08287160,,stem
SAMN08287161,,stem
SAMN08287162,,stem
SAMN08287163,,stem
SAMN08287164,,stem
SAMN08287165,,stem
SAMN08287166,,stem
SAMN08287167,,stem
SAMN08287168,,stem
SAMN08287169,,stem
SAMN08287170,,stem
SAMN08287171,,stem
SAMN08287172,,stem
SAMN08287173,,stem
SAMN08287174,,stem
SAMN08287175,,stem
SAMN08287176,,stem
SAMN08287177,,stem
SAMN08287178,,stem
SAMN08287179,,stem
SAMN08287180,,stem
SAMN08287181,,stem
SAMN08287182,,stem
SAMN08287183,,stem
SAMN08287184,,stem
SAMN08287185,,stem
SAMN08287186,,stem
SAMN08461531,,shoot
SAMN08461532,,shoot
SAMN08461533,,shoot
SAMN08461534,,shoot
SAMN08461535,,shoot
SAMN08461536,,shoot
SAMN08461537,,shoot
SAMN08461538,,shoot
SAMN08461539,,shoot
SAMN08461540,,shoot
SAMN08461541,,shoot
SAMN08461542,,shoot
SAMN08461543,,shoot
SAMN08461544,,shoot
SAMN08461545,,shoot
SAMN08461546,,shoot
SAMN08461547,,shoot
SAMN08461548,,shoot
SAMN08461549,,shoot
SAMN08461550,,shoot
SAMN08461551,,shoot
SAMN08461552,,shoot
SAMN08461553,,shoot
SAMN08461554,,shoot
SAMN08461555,,shoot
SAMN08461556,,shoot
SAMN08461557,,shoot
SAMN08461558,,shoot
SAMN08461559,,shoot
SAMN08461560,,shoot
SAMN08461561,,shoot
SAMN08461562,,shoot
SAMN08461563,,shoot
SAMN08461564,,shoot
SAMN08461565,,shoot
SAMN08461566,,shoot
SAMN08461567,,shoot
SAMN08461568,,shoot
SAMN08461569,,shoot
SAMN08461570,,shoot
SAMN08461571,,shoot
SAMN08461572,,shoot
SAMN08461573,,shoot
SAMN08461574,,shoot
SAMN08461575,,shoot
SAMN08463859,control,leaf
SAMN08463860,control,leaf
SAMN08463861,control,leaf
SAMN08463862,,leaf
SAMN08463863,,leaf
SAMN08463864,,leaf
SAMN08463865,,leaf
SAMN08463866,,leaf
SAMN08463867,,leaf
SAMN08463868,,leaf
SAMN08463869,,leaf
SAMN08463870,,leaf
SAMN08463871,,leaf
SAMN08463872,,leaf
SAMN08463873,,leaf
SAMN08463874,,leaf
SAMN08463875,,leaf
SAMN08463876,,leaf
SAMN08463877,control,root
SAMN08463878,control,root
SAMN08463879,control,root
SAMN08463880,,root
SAMN08463881,,root
SAMN08463882,,root
SAMN08463883,,root
SAMN08463884,,root
SAMN08463885,,root
SAMN08463886,,root
SAMN08463887,,root
SAMN08463888,,root
SAMN08463889,,root
SAMN08463890,,root
SAMN08463891,,root
SAMN08463892,,root
SAMN08463893,,root
SAMN08463894,,root
SAMN08469974,control,root
SAMN08469975,pathogen,root
SAMN08469976,control,root
SAMN08469977,pathogen,root
SAMN08565566,,leaf
SAMN08565567,,leaf
SAMN08606021,,leave
SAMN08606022,,leave
SAMN08628720,inoculated,leaf
SAMN08628721,inoculated,leaf
SAMN08628722,,leaf
SAMN08628723,,leaf
SAMN08633985,,root
SAMN08634308,,root
SAMN08634679,,root
SAMN08637756,,root
SAMN08707413,,root
SAMN08707414,,root
SAMN08707415,,root
SAMN08707416,,root
SAMN08707417,,leaf
SAMN08707418,,leaf
SAMN08707419,,leaf
SAMN08707420,,leaf
SAMN08828769,,seed
SAMN08828770,,seed
SAMN08828771,,seed
SAMN08828772,,seed
SAMN08828773,,seed
SAMN08828774,,seed
SAMN08828775,,seed
SAMN08828776,,seed
SAMN08828777,,seed
SAMN08828778,,seed
SAMN08828779,,seed
SAMN08828780,,seed
SAMN08903389,,embryo
SAMN08903390,,embryo
SAMN08903391,,embryo
SAMN08903392,,embryo
SAMN08903393,,embryo
SAMN08903394,,embryo
SAMN08903395,,embryo
SAMN08903396,,embryo
SAMN08903397,,embryo
SAMN08903398,,embryo
SAMN08903399,,embryo
SAMN08903400,,embryo
SAMN08903401,,embryo
SAMN08903402,,embryo
SAMN08903403,,embryo
SAMN08903404,,embryo
SAMN08903405,,embryo
SAMN08903406,,embryo
SAMN08912373,,leaf
SAMN08912387,,leaf
SAMN08912389,,leaf
SAMN08912391,,leaf
SAMN08912392,,leaf
SAMN08912393,,leaf
SAMN08912395,drought,leaf
SAMN08912396,drought,leaf
SAMN08912397,drought,leaf
SAMN08912398,heat,leaf
SAMN08912399,heat,leaf
SAMN08912400,heat,leaf
SAMN09078032,,leaf
SAMN09078033,,leaf
SAMN09078034,,leaf
SAMN09078035,,leaf
SAMN09078036,,leaf
SAMN09078037,,leaf
SAMN09078038,,leaf
SAMN09078039,,leaf
SAMN09078040,,leaf
SAMN09078041,,leaf
SAMN09078042,,leaf
SAMN09078043,,leaf
SAMN09078044,,leaf
SAMN09078045,,leaf
SAMN09078046,,leaf
SAMN09078047,,leaf
SAMN09078048,,leaf
SAMN09078049,,leaf
SAMN09078050,,leaf
SAMN09078051,,leaf
SAMN09078179,,leaf
SAMN09078180,,leaf
SAMN09078181,,leaf
SAMN09078182,,leaf
SAMN09078183,,leaf
SAMN09078184,,leaf
SAMN09078185,,leaf
SAMN09078186,,leaf
SAMN09078187,,leaf
SAMN09078188,,leaf
SAMN09078189,,leaf
SAMN09078190,,leaf
SAMN09078191,,leaf
SAMN09078192,,leaf
SAMN09078193,,leaf
SAMN09078194,,leaf
SAMN09078195,,leaf
SAMN09078196,,leaf
SAMN09078197,,leaf
SAMN09078198,,leaf
SAMN09078199,,leaf
SAMN09078200,,leaf
SAMN09078201,,leaf
SAMN09078202,,leaf
SAMN09078203,,leaf
SAMN09078204,,leaf
SAMN09078205,,leaf
SAMN09078206,,leaf
SAMN09078207,,leaf
SAMN09078208,,leaf
SAMN09078247,,leaf
SAMN09078248,,leaf
SAMN09078249,,leaf
SAMN09078250,,leaf
SAMN09078251,,leaf
SAMN09078252,,leaf
SAMN09078253,,leaf
SAMN09078254,,leaf
SAMN09078255,,leaf
SAMN09078256,,leaf
SAMN09078257,,leaf
SAMN09078258,,leaf
SAMN09078259,,leaf
SAMN09078260,,leaf
SAMN09078261,,leaf
SAMN09078262,,leaf
SAMN09078263,,leaf
SAMN09078264,,leaf
SAMN09078265,,leaf
SAMN09078266,,leaf
SAMN09078267,,leaf
SAMN09078268,,leaf
SAMN09078269,,leaf
SAMN09078270,,leaf
SAMN09078271,,leaf
SAMN09078272,,leaf
SAMN09078273,,leaf
SAMN09078274,,leaf
SAMN09078275,,leaf
SAMN09078276,,leaf
SAMN09078277,,leaf
SAMN09078278,,leaf
SAMN09078279,,leaf
SAMN09078280,,leaf
SAMN09078281,,leaf
SAMN09078282,,leaf
SAMN09078283,,leaf
SAMN09078284,,leaf
SAMN09078285,,leaf
SAMN09078286,,leaf
SAMN09078287,,leaf
SAMN09078288,,leaf
SAMN09078289,,leaf
SAMN09078290,,leaf
SAMN09078291,,leaf
SAMN09078292,,leaf
SAMN09078293,,leaf
SAMN09078294,,leaf
SAMN09078295,,leaf
SAMN09078296,,leaf
SAMN09078297,,leaf
SAMN09078298,,leaf
SAMN09227257,control,
SAMN09240714,control,root
SAMN09240715,control,root
SAMN09240720,inoculated,root
SAMN09240721,inoculated,root
SAMN09240722,inoculated,root
SAMN09240723,inoculated,root
SAMN09241863,stress,root
SAMN09241864,stress,root
SAMN09241865,stress,root
SAMN09241866,stress,root
SAMN09241867,stress,root
SAMN09241868,stress,root
SAMN09241869,stress,root
SAMN09241870,stress,root
SAMN09254263,,leaf
SAMN09254264,,leaf
SAMN09254265,,leaf
SAMN09254266,,leaf
SAMN09254267,,leaf
SAMN09254268,,leaf
SAMN09254269,,leaf
SAMN09254270,,leaf
SAMN09254271,,leaf
SAMN09254272,,leaf
SAMN09254273,,leaf
SAMN09254274,,leaf
SAMN09254275,,leaf
SAMN09254276,,leaf
SAMN09254277,,leaf
SAMN09254278,,leaf
SAMN09270594,,leaf
SAMN09270595,,leaf
SAMN09270596,,leaf
SAMN09270597,,leaf
SAMN09270598,,leaf
SAMN09270599,,leaf
SAMN09295119,,seed
SAMN09295120,,seed
SAMN09295121,,seed
SAMN09295122,inoculated,seed
SAMN09295123,inoculated,seed
SAMN09295124,inoculated,seed
SAMN09295125,,seed
SAMN09295126,,seed
SAMN09295127,,seed
SAMN09295128,inoculated,seed
SAMN09295129,inoculated,seed
SAMN09295130,inoculated,seed
SAMN09489353,control,leave
SAMN09489354,,leave
SAMN09489355,control,leave
SAMN09489356,,leave
SAMN09489357,control,leave
SAMN09489358,,leave
SAMN09489359,control,leave
SAMN09489360,,leave
SAMN09489361,control,leave
SAMN09489362,,leave
SAMN09489363,control,leave
SAMN09489364,,leave
SAMN09489365,control,leave
SAMN09489366,,leave
SAMN09489367,control,leave
SAMN09489368,,leave
SAMN09513329,inoculated,crown
SAMN09513330,inoculated,crown
SAMN09513331,inoculated,crown
SAMN09513332,inoculated,crown
SAMN09513333,inoculated,crown
SAMN09513334,inoculated,crown
SAMN09513335,inoculated,crown
SAMN09513336,inoculated,crown
SAMN09513337,inoculated,crown
SAMN09513338,inoculated,crown
SAMN09513339,inoculated,crown
SAMN09513340,inoculated,crown
SAMN09513341,inoculated,crown
SAMN09513342,inoculated,crown
SAMN09513343,inoculated,crown
SAMN09513344,inoculated,crown
SAMN09513345,inoculated,crown
SAMN09513346,inoculated,crown
SAMN09513347,inoculated,crown
SAMN09513348,inoculated,crown
SAMN09513349,inoculated,crown
SAMN09513350,inoculated,crown
SAMN09513351,inoculated,crown
SAMN09513352,inoculated,crown
SAMN09513353,inoculated,crown
SAMN09513354,inoculated,crown
SAMN09513355,inoculated,crown
SAMN09513356,inoculated,crown
SAMN09513357,inoculated,crown
SAMN09513358,inoculated,crown
SAMN09513359,inoculated,crown
SAMN09513360,inoculated,crown
SAMN09513361,inoculated,crown
SAMN09513362,inoculated,crown
SAMN09513363,inoculated,crown
SAMN09513364,inoculated,crown
SAMN09513365,inoculated,crown
SAMN09513366,inoculated,crown
SAMN09513367,inoculated,crown
SAMN09513368,inoculated,crown
SAMN09513369,inoculated,crown
SAMN09513370,inoculated,crown
SAMN09513371,inoculated,crown
SAMN09513372,inoculated,crown
SAMN09513373,inoculated,crown
SAMN09513374,inoculated,crown
SAMN09513375,inoculated,crown
SAMN09513376,inoculated,crown
SAMN09513377,inoculated,crown
SAMN09513378,inoculated,crown
SAMN09513379,inoculated,crown
SAMN09513380,inoculated,crown
SAMN09513381,inoculated,crown
SAMN09513382,inoculated,crown
SAMN09513383,inoculated,crown
SAMN09513384,inoculated,crown
SAMN09513385,inoculated,crown
SAMN09513386,inoculated,crown
SAMN09513387,inoculated,crown
SAMN09513388,inoculated,crown
SAMN09513389,inoculated,crown
SAMN09513390,inoculated,crown
SAMN09513391,inoculated,crown
SAMN09513392,inoculated,crown
SAMN09513393,inoculated,crown
SAMN09513394,inoculated,crown
SAMN09513395,inoculated,crown
SAMN09513396,inoculated,crown
SAMN09513397,inoculated,crown
SAMN09513398,inoculated,crown
SAMN09513399,inoculated,crown
SAMN09513400,inoculated,crown
SAMN09513401,inoculated,crown
SAMN09513402,inoculated,crown
SAMN09513403,inoculated,crown
SAMN09513404,inoculated,crown
SAMN09513405,inoculated,crown
SAMN09513406,inoculated,crown
SAMN09513407,inoculated,crown
SAMN09513408,inoculated,crown
SAMN09513409,inoculated,crown
SAMN09513410,inoculated,crown
SAMN09513411,inoculated,crown
SAMN09513412,inoculated,crown
SAMN09513413,inoculated,crown
SAMN09513414,inoculated,crown
SAMN09513415,inoculated,crown
SAMN09513416,inoculated,crown
SAMN09513417,inoculated,crown
SAMN09513418,inoculated,crown
SAMN09513419,inoculated,crown
SAMN09513420,inoculated,crown
SAMN09513421,inoculated,crown
SAMN09513422,inoculated,crown
SAMN09513423,inoculated,crown
SAMN09513424,,crown
SAMN09513425,,crown
SAMN09513426,,crown
SAMN09513427,,crown
SAMN09513428,,crown
SAMN09513429,,crown
SAMN09513430,,crown
SAMN09513431,,crown
SAMN09513432,,crown
SAMN09513433,,crown
SAMN09513434,,crown
SAMN09513435,,crown
SAMN09513436,,crown
SAMN09513437,,crown
SAMN09513438,,crown
SAMN09513439,,crown
SAMN09513440,,crown
SAMN09513441,,crown
SAMN09513442,,crown
SAMN09513443,,crown
SAMN09513444,,crown
SAMN09513445,,crown
SAMN09513446,,crown
SAMN09513447,,crown
SAMN09513448,,crown
SAMN09513449,,crown
SAMN09513450,,crown
SAMN09513451,,crown
SAMN09513452,,crown
SAMN09513453,,crown
SAMN09513454,,crown
SAMN09513455,,crown
SAMN09513456,,crown
SAMN09513457,,crown
SAMN09513458,,crown
SAMN09513459,,crown
SAMN09513460,,crown
SAMN09513461,,crown
SAMN09513462,,crown
SAMN09513463,,crown
SAMN09513464,,crown
SAMN09513465,,crown
SAMN09513466,,crown
SAMN09513467,,crown
SAMN09513468,,crown
SAMN09513469,,crown
SAMN09513470,,crown
SAMN09513471,,crown
SAMN09513472,,crown
SAMN09513473,,crown
SAMN09513474,,crown
SAMN09513475,,crown
SAMN09513476,,crown
SAMN09513477,,crown
SAMN09513478,,crown
SAMN09513479,,crown
SAMN09513480,,crown
SAMN09513481,,crown
SAMN09513482,,crown
SAMN09513483,,crown
SAMN09513484,,crown
SAMN09513485,,crown
SAMN09513486,,crown
SAMN09513487,,crown
SAMN09513488,,crown
SAMN09513489,,crown
SAMN09513490,,crown
SAMN09513491,,crown
SAMN09513492,,crown
SAMN09513493,,crown
SAMN09513494,,crown
SAMN09513495,,crown
SAMN09513496,,crown
SAMN09513497,,crown
SAMN09513498,,crown
SAMN09513499,,crown
SAMN09513500,,crown
SAMN09513501,,crown
SAMN09513502,,crown
SAMN09513503,,crown
SAMN09513504,,crown
SAMN09513505,,crown
SAMN09513506,,crown
SAMN09513507,,crown
SAMN09513508,,crown
SAMN09513509,,crown
SAMN09513510,,crown
SAMN09513511,,crown
SAMN09513512,,crown
SAMN09513513,,crown
SAMN09513514,,crown
SAMN09513515,,crown
SAMN09513516,,crown
SAMN09513517,,crown
SAMN09513518,,crown
SAMN09690609,,pod
SAMN09690610,,pod
SAMN09690614,,pod
SAMN09690615,,pod
SAMN09690619,,pod
SAMN09690620,,pod
SAMN09690624,,pod
SAMN09690625,,pod
SAMN09714851,control,root
SAMN09714852,control,root
SAMN09714853,control,root
SAMN09714854,control,root
SAMN09714855,control,root
SAMN09714947,control,root
SAMN09714948,,root
SAMN09714949,,root
SAMN09714950,,root
SAMN09714951,,root
SAMN09714956,,root
SAMN09714957,,root
SAMN09715574,,shoot
SAMN09715575,,shoot
SAMN09715576,,shoot
SAMN09715577,,shoot
SAMN09715578,,shoot
SAMN09715579,,shoot
SAMN09715580,,shoot
SAMN09715581,,shoot
SAMN09715582,,shoot
SAMN09715583,,shoot
SAMN09715584,,shoot
SAMN09715585,,shoot
SAMN09715586,,shoot
SAMN09715587,,shoot
SAMN09715588,,shoot
SAMN09715589,,shoot
SAMN09715590,,shoot
SAMN09715591,,shoot
SAMN09715592,,shoot
SAMN09715593,,shoot
SAMN09715595,,shoot
SAMN09715612,,shoot
SAMN09715613,,shoot
SAMN09715614,,shoot
SAMN09715615,,shoot
SAMN09715616,,shoot
SAMN09715617,,shoot
SAMN09715619,,shoot
SAMN09715620,,shoot
SAMN09715621,,shoot
SAMN09715622,,shoot
SAMN09715625,,shoot
SAMN09715626,,shoot
SAMN09715627,,shoot
SAMN09715628,,shoot
SAMN09715631,,shoot
SAMN09715632,,shoot
SAMN09715633,,shoot
SAMN09715634,,shoot
SAMN09715635,,shoot
SAMN09715636,,shoot
SAMN09715637,,shoot
SAMN09715638,,shoot
SAMN09715639,,shoot
SAMN09715640,,shoot
SAMN09715641,,shoot
SAMN09715643,,shoot
SAMN09715644,,shoot
SAMN09715645,,shoot
SAMN09715646,,shoot
SAMN09715649,,shoot
SAMN09715650,,shoot
SAMN09715651,,shoot
SAMN09715653,,shoot
SAMN09715654,,shoot
SAMN09715655,,shoot
SAMN09715656,,shoot
SAMN09715657,,shoot
SAMN09715659,,shoot
SAMN09715660,,shoot
SAMN09715661,,shoot
SAMN09715662,,shoot
SAMN09715663,,shoot
SAMN09715664,,shoot
SAMN09715665,,shoot
SAMN09715667,,shoot
SAMN09715668,,shoot
SAMN09715669,,shoot
SAMN09715670,,shoot
SAMN09715671,,shoot
SAMN09715672,,shoot
SAMN09715673,,shoot
SAMN09715674,,shoot
SAMN09715675,,shoot
SAMN09715676,,shoot
SAMN09715678,,shoot
SAMN09715681,,shoot
SAMN09715682,,shoot
SAMN09715684,,shoot
SAMN09715685,,shoot
SAMN09715686,,shoot
SAMN09715687,,shoot
SAMN09715688,,shoot
SAMN09715689,,shoot
SAMN09715690,,shoot
SAMN09715691,,shoot
SAMN09715692,,shoot
SAMN09715693,,shoot
SAMN09715694,,shoot
SAMN09715695,,shoot
SAMN09715696,,shoot
SAMN09715697,,shoot
SAMN09715698,,shoot
SAMN09715700,,shoot
SAMN09715702,,shoot
SAMN09715703,,shoot
SAMN09715704,,shoot
SAMN09715706,,shoot
SAMN09715707,,shoot
SAMN09715708,,shoot
SAMN09715709,,shoot
SAMN09715711,,shoot
SAMN09715712,,shoot
SAMN09715713,,shoot
SAMN09715714,,shoot
SAMN09715715,,shoot
SAMN09715717,,shoot
SAMN09715718,,shoot
SAMN09715721,,shoot
SAMN09715722,,shoot
SAMN09715723,,shoot
SAMN09715725,,shoot
SAMN09715726,,shoot
SAMN09715727,,shoot
SAMN09715728,,shoot
SAMN09715729,,shoot
SAMN09715730,,shoot
SAMN09715732,,shoot
SAMN09715733,,shoot
SAMN09715734,,shoot
SAMN09715736,,shoot
SAMN09715738,,shoot
SAMN09715739,,shoot
SAMN09715740,,shoot
SAMN09715741,,shoot
SAMN09715744,,shoot
SAMN09715745,,shoot
SAMN09715747,,shoot
SAMN09715748,,shoot
SAMN09715749,,shoot
SAMN09715750,,shoot
SAMN09715752,,shoot
SAMN09715753,,shoot
SAMN09715755,,shoot
SAMN09715757,,shoot
SAMN09715758,,shoot
SAMN09715760,,shoot
SAMN09715761,,shoot
SAMN09715762,,shoot
SAMN09715763,,shoot
SAMN09715764,,shoot
SAMN09715765,,shoot
SAMN09715767,,shoot
SAMN09715768,,shoot
SAMN09715769,,shoot
SAMN09715770,,shoot
SAMN09715771,,shoot
SAMN09715772,,shoot
SAMN09715773,,shoot
SAMN09715774,,shoot
SAMN09715775,,shoot
SAMN09715777,,shoot
SAMN09715778,,shoot
SAMN09715779,,shoot
SAMN09715780,,shoot
SAMN09715781,,shoot
SAMN09715782,,shoot
SAMN09715783,,shoot
SAMN09715784,,shoot
SAMN09715785,,shoot
SAMN09715786,,shoot
SAMN09715787,,shoot
SAMN09715788,,shoot
SAMN09715789,,shoot
SAMN09715790,,shoot
SAMN09715791,,shoot
SAMN09715792,,shoot
SAMN09715793,,shoot
SAMN09715794,,shoot
SAMN09715795,,shoot
SAMN09715796,,shoot
SAMN09715798,,shoot
SAMN09715799,,shoot
SAMN09715800,,shoot
SAMN09715801,,shoot
SAMN09715802,,shoot
SAMN09715803,,shoot
SAMN09715804,,shoot
SAMN09715805,,shoot
SAMN09715807,,shoot
SAMN09715808,,shoot
SAMN09715809,,shoot
SAMN09715810,,shoot
SAMN09715811,,shoot
SAMN09715812,,shoot
SAMN09715814,,shoot
SAMN09715815,,shoot
SAMN09715816,,shoot
SAMN09715818,,shoot
SAMN09715819,,shoot
SAMN09715820,,shoot
SAMN09715821,,shoot
SAMN09715822,,shoot
SAMN09715823,,shoot
SAMN09715824,,shoot
SAMN09715825,,shoot
SAMN09715829,,shoot
SAMN09715831,,shoot
SAMN09715832,,shoot
SAMN09715833,,shoot
SAMN09715835,,shoot
SAMN09715836,,shoot
SAMN09715837,,shoot
SAMN09715838,,shoot
SAMN09715839,,shoot
SAMN09715840,,shoot
SAMN09715842,,shoot
SAMN09715843,,shoot
SAMN09715844,,shoot
SAMN09715845,,shoot
SAMN09715846,,shoot
SAMN09715847,,shoot
SAMN09715848,,shoot
SAMN09715849,,shoot
SAMN09715850,,shoot
SAMN09715851,,shoot
SAMN09715852,,shoot
SAMN09715853,,shoot
SAMN09715854,,shoot
SAMN09715855,,shoot
SAMN09715856,,shoot
SAMN09715857,,shoot
SAMN09715859,,shoot
SAMN09715861,,shoot
SAMN09715862,,shoot
